Operation,Line Number*,Type,Buyer Item Number,Supplier Item Number*,Short Name*,Item Description*,UNSPSC**,Category ID**,Is Active*,Keywords,Lead Time (in Days)*,Currency Code*,Price*,UOM*,Organization Entity,Item specification,Supported UOM,Conversion Factors For Supported UOM WRT UOM**,Price Per Supported UOM**,Manufacturer,Manufacturer Part Number,Manufacturer Model Number,Minimum Order Quantity,Maximum Order Quantity,Banding,Is Tax Exempt,Contract Number,Contract Line Number,Start Date*,End Date*,GTIN,Image Name,Image URL
"Update","12293","Material","895206","895206","TOWEL,HRT,PROP,ENMOTION RCSD,4","These premium roll towels are specifically designed to be used with the innovative enMotion  touchfree recessed dispenser to provide reliable towel dispensing at the wave of a hand. Each highquality roll can provide over 500 hand dries for continuous service and reduced service visits. Choose these premium towels to enhance your facilities image and provide the ultimate in patron satisfaction.   Size 8.25x425 Color White Ply 1 FtRl 425 RollsCs 6 QtyCs 2,550 LEED Yes Manufacturer GeorgiaPacific","","PERSONAL PAPER PRODUCTS","Yes","Premium Roll Towel for Recessed Dispenser,895206,89410,Georgia-Pacific,enMotion?,748,2,550',8.25x425'","1","USD","58.180","CS","","","CS","1","58.180","Georgia-Pacific","89410","","1","999999","","No","","","04/13/2023","12/31/2099","","895206.jpg","https://www.nacorporation.com/ItemImages/Summit/895206.jpg"
"","9278","Material","105599","105599","WIPER,HYDKNT,HD,X70,RL,12.5X13","WYPALL X70 Wipers in a Jumbo Roll format. Durable, absorbent wipers that stay strong for better cleaning performance. Reusable, long lasting performance. Cleans oil, grime, and solvents. Made with our hightech HYDROKNIT Fast Absorbing Material. Ideal for all manufacturing and maintenance  repair  Size 12.5x13.4 Color White PutUp Roll QtyPk 870 PacksCs 1 QtyCs 870 LEED No","","PERSONAL PAPER PRODUCTS","Yes","Heavy Duty Wiper X70,105599,41600,Kimberly-Clark Professional,Wypall?,190,12.5x13.4,870","1","USD","69.020","CS","","","CS","1","69.020","Kimberly-Clark","41600","","1","999999","","No","","","10/05/2022","12/31/2099","","105599.jpg","https://www.nacorporation.com/ItemImages/Summit/105599.jpg"
"","9279","Material","105885","105885","SEALER,SCOTCHGUARD RESILIENT,2","High Performance floor coating for vinyl and VCT substrates which offers a good and clean appearance over time, with benefits of labor savings, and elimination of stripping versus conventional acrylic finishes.  Size 1 gal Solids NA QtyCs 2 Manufacturer 3M","","JANITORIAL/CLEANING CHEMICALS","Yes","Resilient Floor Protector,105885,85861,3M,Scotchgard,344,1 gal,2","1","USD","197.620","CS","","","CS","1","197.620","3M Commercial Care","7100058130","","1","999999","","No","","","12/31/2022","12/31/2099","","105885.jpg","https://www.nacorporation.com/ItemImages/Summit/105885.jpg"
"","10524","Material","EUR088","EUR088","SWITCH ASSEMBLY","","","","Yes","","1","USD","2.820","EA","","","EA","1","2.820","BISSELL HOMECARE","137385","","1","999999","","No","","","08/29/2022","12/31/2099","","EUR088.jpg","https://www.nacorporation.com/ItemImages/Summit/EUR088.jpg"
"","10525","Material","EUR092","EUR092","VAC PART,CORD RETAINER,SANITAI","  Manufacturer Eureka ","","","Yes","CORD RETAINER SET,EUR092,,Eureka ,,925","1","USD","1.520","EA","","","EA","1","1.520","BISSELL HOMECARE","53574A5","","1","999999","","No","","","08/29/2022","12/31/2099","","EUR092.jpg","https://www.nacorporation.com/ItemImages/Summit/EUR092.jpg"
"","10526","Material","EUR093","EUR093","VAC PART,SWITCH ROCKER","","","","Yes","","1","USD","3.940","EA","","","EA","1","3.940","BISSELL HOMECARE","27871A1","","1","999999","","No","","","11/13/2021","12/31/2099","","EUR093.jpg","https://www.nacorporation.com/ItemImages/Summit/EUR093.jpg"
"","10582","Material","PRO270","PRO270","PROBLADE CARPET FLOOR TOOL","","","","Yes","PROBLADE CARPET FLOOR TOOL,PRO270,,ProTeam,,0","1","USD","27.120","EA","","","EA","1","27.120","ProTeam","107527","","1","999999","","No","","","11/15/2022","12/31/2099","","",""
"","10583","Material","PRO271","PRO271","PROBLADE HARD SURFACE FLOOR TO","","","","Yes","PROBLADE HARD SURFACE FLOOR TOOL,PRO271,,ProTeam,,0","1","USD","31.360","EA","","","EA","1","31.360","ProTeam","107528","","1","999999","","No","","","02/24/2023","12/31/2099","","PRO271.jpg","https://www.nacorporation.com/ItemImages/Summit/PRO271.jpg"
"","10584","Material","SOU001","SOU001","VAC BRUSHSTRIPS,ORANGEBLUE,SA","","","","Yes","BRUSTRIPS,VG2,ORANGE/BLUE,SANITAIRE,SOU001,GK-SAN-STR,,,925","1","USD","4.080","PACK","","","PACK","1","4.080","SOURCE ONE PLUS INC","GK-SAN-STRIPS","","1","999999","","No","","","01/06/2021","12/31/2099","","SOU001.jpg","https://www.nacorporation.com/ItemImages/Summit/SOU001.jpg"
"","9183","Material","035283","035283","BAG,CMPCT,FABRIC,REPLCMT","Keep your Rubbermaid  Commercial housekeeping carts looking new with highquality replacement bags. Heavyduty fabric bag stands up to rough use. Trihook system ensures that bag remains securely in place. For 9T76, 9T77, 9T78 Housekeeping Carts. Application CleaningLaundry Cart Capacity Range Volume Max 26 gal Materials Fabric Depth 10.50.   Global Product Type BagsLaundry  Janitorial Cart Bags   Application CleaningLaundry Cart   Capacity Range Volume Max 26 gal   Materials Fabric   Depth 10.50   Width 17.5   Height 33   Colors Black   Compatible With Rubbermaid  Commercial 9T76, 9T77, 9T78  PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0  Special Features For 9T76, 9T77, 9T78 Housekeeping Carts,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","17.5,33,Bags-Laundry &amp; Janitorial Cart Bags,Black,Cleaning/Laundry Cart,Fabric,For 9T76, 9T77, 9T78 Housekeeping Carts","1","USD","44.260","EA","","","EA","1","44.260","Essendant","RCP1966888","","1","999999","","No","","","06/11/2022","12/31/2099","","035283.JPG","https://www.nacorporation.com/ItemImages/Essendant/035283.JPG"
"","9152","Material","017321","017321","POLISH,BRASSO,8 OZ","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","20.040","CS","","","CS","1","20.040","Essendant","RAC89334","","1","999999","","No","","","03/31/2023","12/31/2099","","017321.jpg","https://www.nacorporation.com/ItemImages/Summit/017321.jpg"
"","9153","Material","017430","017430","DUSTER,POLYWL,5182,AST","Bright, multicolor synthetic duster attracts dust via static electricity. Durable, flexible head adapts to every application. Washable.  Size 82 Color  Multicolored QtyCs 1 Manufacturer National Supply","","JANITOR CARTS AND ACCESSORIES","Yes","Polywool Duster,017430,UNS 9442,National Supply,Unisan,922,1,82","1","USD","8.260","EA","","","EA","1","8.260","Essendant","BWK9442","","1","999999","","No","","","04/02/2022","12/31/2099","","017430.jpg","https://www.nacorporation.com/ItemImages/Federal/017430.jpg"
"","10607","Material","WIN908","WIN908","BLADE_FRONT_5_SLOT_DURO_40","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","22.460","EA","","","EA","1","22.460","Windsor","86007360","","1","999999","","No","","","01/03/2023","12/31/2099","","WIN908.jpg","https://www.nacorporation.com/ItemImages/Summit/WIN908.jpg"
"","12618","Material","202432","202432","PAD,ESCALATOR,24 WCLEANING","","","","Yes","","1","USD","308.710","CS","","","CS","1","308.710","REN CORPORATION","WO-24-00","","1","999999","","No","","","11/04/2022","12/31/2099","","",""
"","12619","Material","202529","202529","PAD,ESCALATOR,24,VSPEC","","","","Yes","","1","USD","308.710","CS","","","CS","1","308.710","REN CORPORATION","VS-24-00","","1","999999","","No","","","11/04/2022","12/31/2099","","202529.jpg","https://www.nacorporation.com/ItemImages/Summit/202529.jpg"
"","12884","Material","PRO026","PRO026","WAND,FXP,1500XP,PROTEAM","","","","Yes","","1","USD","11.150","EA","","","EA","1","11.150","ProTeam","104294","","1","999999","","No","","","03/21/2023","12/31/2099","","",""
"","9916","Material","263764","263764","VAC PARTS,LOWER CORD WRAP BRKT","","","","Yes","","1","USD","1.670","EA","","","EA","1","1.670","ProTeam","835688","","1","999999","","No","","","10/20/2022","12/31/2099","","",""
"","12194","Material","142369","142369","GLASS CLEANER,PLEXIGLASS,RTU,3","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","26.490","CS","","","CS","1","26.490","Diversey","03970","","1","999999","","No","","","03/31/2023","12/31/2099","","",""
"","12195","Material","175389","175389","CORRUGATED TRASH CAN W RECYCL","","","PACKAGING PARTS/SUPPLIES","Yes","","1","USD","51.070","BD","","","BD","1","51.070","Box Partners","CRR7R","","1","999999","","No","","","05/10/2022","12/31/2099","","",""
"","10274","Material","760042","760042","STAND,SANITIZER,PURELL,ES8,GRA","","","HAND CLEANERS AND DISPENSERS","Yes","","1","USD","131.050","EA","","","EA","1","131.050","Go-Jo Industries Inc","7318-DS-SLV","","1","999999","","No","","","12/28/2021","12/31/2099","","760042.jpg","https://www.nacorporation.com/ItemImages/Summit/760042.jpg"
"","9164","Material","019400","019400","DUSTER,LAMBSWL,EXT.3548","Safe for all surfaces  will not scratch or mar. Genuine lambswool duster quickly lifts dust particles and retains them until shaken. Washable. Plastic handle with hangup hole.   Size 32  48 Color  Assorted QtyCs 1","","JANITOR CARTS AND ACCESSORIES","Yes","Telescopic Duster ,019400,UNS L3850,National Supply,Unisan,922,1,32 - 48","1","USD","6.150","EA","","","EA","1","6.150","Essendant","BWKL3850","","1","999999","","No","","","04/02/2022","12/31/2099","","019400.jpg","https://www.nacorporation.com/ItemImages/Federal/019400.jpg"
"","9165","Material","019470","019470","SQUEEGEE,ERGO,18,12PK","Store New ErgoTec Soft Rubber safe from damage with its superior packaging.   Size  18 Material  Rubber QtyCs 1 Manufacturer Unger","","JANITOR CARTS AND ACCESSORIES","Yes","Replacement Rubber,019470,UNG RT45,Unger,,788,1,18","1","USD","36.370","PK","","","PK","1","36.370","Essendant","UNGRT45","","1","999999","","No","","","03/31/2023","12/31/2099","","019470.jpg","https://www.nacorporation.com/ItemImages/Federal/019470.jpg"
"","9168","Material","021218","021218","CHALK,ANTIDUST,12BX,WHT","Lowdust chalk for use on most chalkboards. Makes clean, smooth lines and erases easily. Great for classrooms. Colors White Number of Colors 1 Age Recommendation Ages 4 and Up Length 3.   Global Product Type ChalksBoard Chalk   Colors White   Number of Colors 1   Age Recommendation Ages 4 and Up   Length 3   Diameter 0.31   Compliance Standards ACMI AP NonToxic Certified Conforms to ASTM D 4236   PreConsumer Recycled Content Percent 0   PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","OFFICE SUPPLIES","Yes","3,Chalks-Board Chalk,White","1","USD","0.820","BX","","","BX","1","0.820","Essendant","CYO501402","","1","999999","","No","","","04/02/2022","12/31/2099","","021218.JPG","https://www.nacorporation.com/ItemImages/Essendant/021218.JPG"
"","10544","Material","PRO028","PRO028","VAC PART,HOSE WCUFFS,1500XP","","","","Yes","","1","USD","30.240","EA","","","EA","1","30.240","ProTeam","104961","","1","999999","","No","","","10/20/2022","12/31/2099","","PRO028.jpg","https://www.nacorporation.com/ItemImages/Summit/PRO028.jpg"
"","10545","Material","PRO030","PRO030","HOSE CUFF,QUICK RELEASE,1500XP","","","","Yes","","1","USD","11.720","EA","","","EA","1","11.720","ProTeam","105573","","1","999999","","No","","","10/20/2022","12/31/2099","","PRO030.jpg","https://www.nacorporation.com/ItemImages/Summit/PRO030.jpg"
"","10546","Material","PRO038","PRO038","SWITCH,SAFETY,1500XP,PROTEAM","","","","Yes","SWITCH,SAFETY,1500XP,PROTEAM,PRO038,104279,ProTeam,,0","1","USD","9.310","EA","","","EA","1","9.310","ProTeam","104279","","1","999999","","No","","","10/20/2022","12/31/2099","","",""
"","12377","Material","914503","914503","FRAME,DUSTMOP,5X24","Features a polymer coating, so they wont crack, chip, or peel, and resists rusting.  Size 5 x 24 Color Silver Material Metal QtyCs 1 Manufacturer Goldenstar","","JANITOR CARTS AND ACCESSORIES","Yes","Dust Mop Frame ,914503,FQC24,Goldenstar,Quick-Change,929,1,5 x 24","1","USD","2.960","EA","","","EA","1","2.960","Golden Star Inc","FQC24","","1","999999","","No","","","10/20/2022","12/31/2099","","914503.jpg","https://www.nacorporation.com/ItemImages/Summit/914503.jpg"
"Update","12732","Material","760032","760032","DISPENSER,SANITIZER,PURELL,ES8","","","HAND CLEANERS AND DISPENSERS","Yes","","1","USD","0.010","EA","","","EA","1","0.010","Go-Jo Industries Inc","7724-01","","1","999999","","No","","","04/14/2023","12/31/2099","","760032.jpg","https://www.nacorporation.com/ItemImages/Summit/760032.jpg"
"Update","12733","Material","760046","760046","DISPNSR,SANITIZR,PURELL,CS8WHT","","","HAND CLEANERS AND DISPENSERS","Yes","","1","USD","0.010","EA","","","EA","1","0.010","Go-Jo Industries Inc","7820-01","","1","999999","","No","","","04/14/2023","12/31/2099","","",""
"","10410","Material","951111","951111","DISINFECTANT,PEROXIDE,FACILITY","","","JANITORIAL/CLEANING CHEMICALS","Yes","DISINFECTANT,PEROXIDE,FACILITY+,EDS,951111,,Midlab,,0","1","USD","138.050","CS","","","CS","1","138.050","Midlab","046200-39","","1","999999","","No","","","02/01/2023","12/31/2099","","951111.jpg","https://www.nacorporation.com/ItemImages/Summit/951111.jpg"
"Update","10415","Material","959730","959730","URINAL BLOCK, PARA, 4 OZ. CHER","","","JANITOR CARTS AND ACCESSORIES","Yes","URINAL BLOCK, PARA, 4 OZ. CHERRY,959730,,Fresh Products,,0,12","1","USD","7.730","BX","","","BX","1","7.730","Fresh Products","4PB-F-0121144M","","1","999999","","No","","","04/13/2023","12/31/2099","","959730.jpg","https://www.nacorporation.com/ItemImages/Summit/959730.jpg"
"","12860","Material","ERK014","ERK014","VAC PART,DUST CUP FILTER SC58","","","","Yes","","1","USD","9.050","EA","","","EA","1","9.050","BISSELL HOMECARE","68903","","1","999999","","No","","","03/10/2023","12/31/2099","","",""
"","9295","Material","107412","107412","SQUEEGEE,FLOOR,36,CURVED","Sturdy construction with 14 gauge powdercoated steel frame. Reinforced zinc alloy handle socket. Move large volumes of water, mud, debris, waste, scraps, slush or snow and flood cleanup. Great for construction sites, plants, factories, large commercial areas, loading docks, agricultural, food processing, arenas, outdoor areas and around large drains. Use on coated and uncoated smooth concrete floors, asphalt and other smooth surfaces.   Size  36 Curved Material  Neoprene Rubber QtyCs 1  Manufacturer Item UNG FP90C","","JANITOR CARTS AND ACCESSORIES","Yes","Floor Squeegee,107412,FP 90C,Unger,,919,1,36 Curved","1","USD","43.550","EA","","","EA","1","43.550","Essendant","UNGFP90C","","1","999999","","No","","","03/31/2023","12/31/2099","","107412.jpg","https://www.nacorporation.com/ItemImages/Summit/107412.jpg"
"","12086","Material","108575","108575","GLOVES,NITRILE,XLARGE,PFREE,BL","Nitrile Gloves are the perfect compromise between latex and vinyl. Nitrile is made from an allergy safe compound that feels a lot like latex but its much stronger, costs less, and is more comfortable to wear. Nitrile is perfect for demanding applications, especially cleaning and dishwashing.  Powder No Material Nitrile Size XL QtyCs 100 Manufacturer Safety Zone","","","Yes","GLOVES,NITRILE,XLARGE,PFREE,BLACK,108575,GNPR-XL-BK,Safety Zone,,153,100,XL","1","USD","3.480","BX","","","BX","1","3.480","Safety Zone","GNPR-XL-BK","","1","999999","","No","","","02/28/2023","12/31/2099","","108575.jpg","https://www.nacorporation.com/ItemImages/Summit/108575.jpg"
"","9296","Material","107453","107453","VACUUM,UPRIGHT,12,SENSOR XP","","","","Yes","","1","USD","514.560","EA","","","EA","1","514.560","Windsor","1.012-611.0","","1","999999","","No","","","01/03/2023","12/31/2099","","107453.jpg","https://www.nacorporation.com/ItemImages/Summit/107453.jpg"
"","9895","Material","263028","263028","VAC PARTS,BRUSH ROLL,15,PROGE","","","","Yes","","1","USD","9.930","EA","","","EA","1","9.930","ProTeam","841818","","1","999999","","No","","","10/20/2022","12/31/2099","","263028.jpg","https://www.nacorporation.com/ItemImages/Summit/263028.jpg"
"","9777","Material","189375","189375","PAD,WINDOW WASHING,STINGRAY","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","74.470","PK","","","PK","1","74.470","Unger","SRPD2","","1","999999","","No","","","12/31/2022","12/31/2099","","189375.jpg","https://www.nacorporation.com/ItemImages/Summit/189375.jpg"
"","9779","Material","189383","189383","PADS,WINDOW,FOR STINGRAY,100PK","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","59.290","PK","","","PK","1","59.290","Unger","SRPD4","","1","999999","","No","","","12/31/2022","12/31/2099","","189383.jpg","https://www.nacorporation.com/ItemImages/Summit/189383.jpg"
"Create","12913","Material","165860","165860","LINER 38X63 2.7 MIL CLEAR 65 G","","","WASTE CONTAINERS, LINERS AND ACCESSORIES ","Yes","LINER 38X63 2.7 MIL CLEAR 65 GAL,165860,,,,219","1","USD","47.740","CS","","","CS","1","47.740","Aspen","165860","","1","999999","","No","","","04/14/2023","12/31/2099","","165860.jpg","https://www.nacorporation.com/ItemImages/Summit/165860.jpg"
"Create","12914","Material","198046","198046","DISPENSER,SOAP,LIQUID,4 SS,16","","","HAND CLEANERS AND DISPENSERS","Yes","","1","USD","34.870","EA","","","EA","1","34.870","Bradley Corporation","6324-000000","","1","999999","","No","","","04/18/2023","12/31/2099","","",""
"Create","12915","Material","202802","202802","VACUUM,UPRIGHT,13,SC7500A","","","","Yes","","1","USD","476.260","EA","","","EA","1","476.260","BISSELL HOMECARE","SC7500A","","1","999999","","No","","","04/18/2023","12/31/2099","","",""
"Create","12916","Material","604108","604108","SOAP,HAND,LOT,WMOISTURIZ,1000","GOJO Deluxe Lotion Hand Soap with Moisturizers is enriched with vitamins A and E that gently nourish your skin and hydrates it with each wash. This gentle hand wash also contains added moisturizers that protect your hands from dryness that results from use of harsh soapbased hand washes. The GOJO Deluxe Lotion Hand Soap has a mild formulation making it gentle enough for frequent use yet potent enough to kill germs with each wash. This makes it ideal for use in restaurants, hospitals or other industries with high hygiene requirements.  Designed by GOJO Industries, these refill packs work perfectly with a number of GOJO NXT dispensers. The no clog valve delivers uninterrupted flow of soap through the dispenser, with no leaks or clogging. These sanitary packs are easy to load so that anyone can refill the dispenser when it runs out without waiting for the janitorial staff.   Size 1000 mL Color Pink QtyCs 8 Manufacturer Gojo  Manufacturer Item 211708 ARA Item Number 211708","","HAND CLEANERS AND DISPENSERS","Yes","Deluxe Lotion Soap w/Moisturizers,604108,2117-08,Gojo,,901,1000 mL,8","1","USD","37.030","CS","","","CS","1","37.030","Go-Jo Industries Inc","2117-08","","1","999999","","No","","","04/18/2023","12/31/2099","","604108.jpg","https://www.nacorporation.com/ItemImages/Summit/604108.jpg"
